Order_ID,Order_Date,Region,Segment,Category,Product,Quantity,Unit_Price,Discount,Sales,Profit,Year,Month,Profit_Margin
ORD-101428,2024-08-31,East,Corporate,Beauty,Moisturizer,5,40.32,0.0,142.88,78.58,2024,2024-08,0.55
ORD-100641,2024-08-31,North,Corporate,Beauty,Lipstick,3,57.03,0.05,126.17,69.39,2024,2024-08,0.55
ORD-101926,2024-08-31,Central,Consumer,Beauty,Face Wash,1,11.36,0.3,4.03,2.22,2024,2024-08,0.551
ORD-102918,2024-08-31,South,Corporate,Apparel,T-Shirt,3,15.18,0.0,27.58,12.41,2024,2024-08,0.45
ORD-102604,2024-08-31,East,Consumer,Beauty,Face Wash,4,56.53,0.0,160.26,88.14,2024,2024-08,0.55
ORD-103725,2024-08-31,Central,Consumer,Electronics,Headphones,2,791.74,0.05,1100.02,242.0,2024,2024-08,0.22
ORD-104164,2024-08-31,South,Corporate,Beauty,Face Wash,3,58.48,0.0,100.66,55.36,2024,2024-08,0.55
ORD-105761,2024-08-31,East,Consumer,Home & Kitchen,Vacuum Cleaner,5,70.27,0.05,276.0,104.88,2024,2024-08,0.38
ORD-100653,2024-08-31,North,Corporate,Sports,Cricket Bat,1,147.86,0.15,86.72,36.42,2024,2024-08,0.42
ORD-103828,2024-08-31,North,Small Business,Apparel,Jeans,2,29.02,0.05,45.18,20.33,2024,2024-08,0.45
ORD-102259,2024-09-01,East,Consumer,Apparel,Jacket,3,48.12,0.2,115.2,51.84,2024,2024-09,0.45
ORD-103183,2024-09-01,West,Corporate,Electronics,Laptop,1,862.01,0.0,1344.74,295.84,2024,2024-09,0.22
ORD-104748,2024-09-01,North,Consumer,Home & Kitchen,Lamp,5,109.31,0.05,626.96,238.24,2024,2024-09,0.38
ORD-105196,2024-09-01,West,Consumer,Apparel,Sneakers,5,33.18,0.2,151.3,68.08,2024,2024-09,0.45
ORD-102165,2024-09-01,Central,Corporate,Electronics,Smartphone,3,751.88,0.0,2199.25,483.83,2024,2024-09,0.22
ORD-102294,2024-09-01,East,Consumer,Sports,Yoga Mat,1,51.09,0.0,42.92,18.03,2024,2024-09,0.42
ORD-101204,2024-09-01,South,Corporate,Home & Kitchen,Blender,2,45.85,0.0,81.84,31.1,2024,2024-09,0.38
ORD-102466,2024-09-01,South,Corporate,Home & Kitchen,Blender,4,22.05,0.15,66.91,25.43,2024,2024-09,0.38
ORD-100179,2024-09-01,North,Consumer,Sports,Running Shoes,2,66.38,0.1,109.93,46.17,2024,2024-09,0.42
ORD-100023,2024-09-01,East,Consumer,Apparel,T-Shirt,2,84.4,0.0,168.38,75.77,2024,2024-09,0.45
ORD-100272,2024-09-01,West,Corporate,Apparel,Jeans,4,16.05,0.05,69.53,31.29,2024,2024-09,0.45
ORD-100813,2024-09-01,West,Corporate,Electronics,Laptop,5,317.69,0.0,2477.98,545.16,2024,2024-09,0.22
ORD-100823,2024-09-01,North,Corporate,Home & Kitchen,Air Fryer,3,196.14,0.3,497.36,189.0,2024,2024-09,0.38
ORD-105338,2024-09-01,North,Small Business,Sports,Cricket Bat,4,41.63,0.0,153.2,64.34,2024,2024-09,0.42
ORD-102473,2024-09-01,South,Small Business,Sports,Water Bottle,2,128.73,0.0,175.07,73.53,2024,2024-09,0.42
ORD-100866,2024-09-01,West,Corporate,Sports,Cricket Bat,4,9.33,0.05,34.04,14.3,2024,2024-09,0.42
ORD-101583,2024-09-02,Central,Consumer,Sports,Yoga Mat,4,102.01,0.05,232.58,97.68,2024,2024-09,0.42
ORD-103080,2024-09-02,East,Consumer,Apparel,T-Shirt,3,47.92,0.15,121.89,54.85,2024,2024-09,0.45
ORD-104285,2024-09-02,South,Consumer,Sports,Dumbbell Set,5,22.82,0.1,69.83,29.33,2024,2024-09,0.42
ORD-100958,2024-09-02,Central,Consumer,Beauty,Shampoo,2,22.47,0.1,27.3,15.02,2024,2024-09,0.55
ORD-104395,2024-09-02,Central,Corporate,Home & Kitchen,Blender,4,249.51,0.15,668.06,253.86,2024,2024-09,0.38
ORD-102471,2024-09-02,West,Consumer,Electronics,Smartphone,2,90.23,0.1,253.37,55.74,2024,2024-09,0.22
ORD-104584,2024-09-03,West,Corporate,Home & Kitchen,Air Fryer,2,71.17,0.0,179.35,68.15,2024,2024-09,0.38
ORD-102474,2024-09-03,East,Corporate,Home & Kitchen,Vacuum Cleaner,4,32.52,0.1,129.07,49.05,2024,2024-09,0.38
ORD-103414,2024-09-03,Central,Consumer,Electronics,Headphones,2,204.11,0.0,398.01,87.56,2024,2024-09,0.22
ORD-101768,2024-09-03,Central,Consumer,Sports,Water Bottle,2,20.45,0.05,23.31,9.79,2024,2024-09,0.42
ORD-105834,2024-09-04,Central,Consumer,Sports,Running Shoes,2,146.92,0.05,167.49,70.35,2024,2024-09,0.42
ORD-103899,2024-09-04,East,Small Business,Home & Kitchen,Lamp,3,98.25,0.1,292.47,111.14,2024,2024-09,0.38
ORD-101764,2024-09-05,North,Corporate,Electronics,Laptop,5,558.03,0.2,3337.02,734.14,2024,2024-09,0.22
ORD-102037,2024-09-05,West,Small Business,Electronics,Smartphone,1,585.14,0.0,912.82,200.82,2024,2024-09,0.22
ORD-102137,2024-09-05,South,Consumer,Home & Kitchen,Blender,5,29.52,0.1,118.56,45.05,2024,2024-09,0.38
ORD-103909,2024-09-05,South,Consumer,Apparel,T-Shirt,5,39.0,0.05,149.59,67.32,2024,2024-09,0.45
ORD-104801,2024-09-05,South,Corporate,Sports,Yoga Mat,1,125.83,0.0,85.56,35.94,2024,2024-09,0.42
ORD-104805,2024-09-05,South,Consumer,Home & Kitchen,Lamp,5,221.55,0.0,988.67,375.69,2024,2024-09,0.38
ORD-105668,2024-09-05,East,Corporate,Sports,Cricket Bat,2,65.41,0.0,109.89,46.15,2024,2024-09,0.42
ORD-104992,2024-09-05,East,Consumer,Apparel,Jeans,5,48.98,0.05,232.07,104.43,2024,2024-09,0.45
ORD-104972,2024-09-05,West,Consumer,Sports,Yoga Mat,5,129.32,0.1,558.66,234.64,2024,2024-09,0.42
ORD-105416,2024-09-05,North,Corporate,Home & Kitchen,Air Fryer,2,124.89,0.1,271.45,103.15,2024,2024-09,0.38
ORD-102679,2024-09-05,South,Consumer,Apparel,Cap,2,86.06,0.15,118.14,53.16,2024,2024-09,0.45
ORD-105290,2024-09-05,West,Consumer,Home & Kitchen,Air Fryer,4,220.76,0.0,1112.63,422.8,2024,2024-09,0.38
ORD-105401,2024-09-06,North,Consumer,Home & Kitchen,Air Fryer,5,49.41,0.15,253.57,96.36,2024,2024-09,0.38
ORD-101661,2024-09-06,East,Consumer,Home & Kitchen,Air Fryer,3,94.97,0.1,282.7,107.43,2024,2024-09,0.38
ORD-101555,2024-09-06,South,Consumer,Electronics,Smartphone,5,637.04,0.05,3343.66,735.61,2024,2024-09,0.22
ORD-100445,2024-09-06,East,Corporate,Apparel,Cap,5,60.83,0.15,257.88,116.05,2024,2024-09,0.45
ORD-105068,2024-09-06,Central,Consumer,Home & Kitchen,Blender,3,132.37,0.1,281.45,106.95,2024,2024-09,0.38
ORD-100934,2024-09-06,North,Consumer,Apparel,T-Shirt,4,61.76,0.0,269.89,121.45,2024,2024-09,0.45
ORD-103588,2024-09-06,Central,Consumer,Sports,Yoga Mat,2,13.81,0.1,14.91,6.26,2024,2024-09,0.42
ORD-105573,2024-09-06,North,Consumer,Home & Kitchen,Blender,2,203.31,0.0,490.99,186.58,2024,2024-09,0.38
ORD-105526,2024-09-06,North,Consumer,Sports,Dumbbell Set,4,138.12,0.05,482.87,202.81,2024,2024-09,0.42
ORD-101056,2024-09-07,South,Consumer,Electronics,Smartwatch,1,226.35,0.2,200.09,44.02,2024,2024-09,0.22
ORD-104762,2024-09-07,Central,Corporate,Electronics,Smartphone,1,393.94,0.15,326.48,71.83,2024,2024-09,0.22
ORD-103684,2024-09-07,Central,Small Business,Home & Kitchen,Cookware Set,5,124.49,0.05,465.67,176.95,2024,2024-09,0.38
ORD-104257,2024-09-07,East,Consumer,Beauty,Shampoo,3,57.76,0.05,155.56,85.56,2024,2024-09,0.55
ORD-104628,2024-09-07,East,Corporate,Electronics,Laptop,3,56.39,0.3,161.64,35.56,2024,2024-09,0.22
ORD-102357,2024-09-07,West,Corporate,Home & Kitchen,Blender,2,50.6,0.0,127.51,48.45,2024,2024-09,0.38
ORD-101837,2024-09-07,West,Corporate,Home & Kitchen,Lamp,4,88.97,0.3,313.89,119.28,2024,2024-09,0.38
ORD-102283,2024-09-08,West,Small Business,Home & Kitchen,Vacuum Cleaner,3,18.85,0.05,67.69,25.72,2024,2024-09,0.38
ORD-100232,2024-09-08,North,Consumer,Apparel,T-Shirt,1,16.62,0.15,15.43,6.94,2024,2024-09,0.45
ORD-102944,2024-09-08,South,Corporate,Electronics,Headphones,3,167.45,0.0,555.1,122.12,2024,2024-09,0.22
ORD-104367,2024-09-08,Central,Small Business,Beauty,Perfume,2,26.29,0.05,33.72,18.55,2024,2024-09,0.55
ORD-103321,2024-09-08,Central,Consumer,Beauty,Perfume,2,23.82,0.1,28.94,15.92,2024,2024-09,0.55
ORD-105073,2024-09-08,West,Consumer,Home & Kitchen,Cookware Set,5,229.91,0.0,1448.43,550.4,2024,2024-09,0.38
ORD-102455,2024-09-08,West,Corporate,Home & Kitchen,Lamp,3,85.92,0.1,292.3,111.07,2024,2024-09,0.38
ORD-101615,2024-09-08,East,Small Business,Electronics,Smartphone,5,91.12,0.15,528.61,116.29,2024,2024-09,0.22
ORD-102270,2024-09-08,Central,Corporate,Apparel,T-Shirt,1,30.16,0.05,20.41,9.18,2024,2024-09,0.45
ORD-102516,2024-09-09,West,Corporate,Beauty,Shampoo,1,12.98,0.1,12.62,6.94,2024,2024-09,0.55
ORD-103072,2024-09-09,North,Consumer,Beauty,Shampoo,5,36.96,0.15,162.58,89.42,2024,2024-09,0.55
ORD-103673,2024-09-09,Central,Corporate,Electronics,Tablet,1,159.75,0.15,132.39,29.13,2024,2024-09,0.22
ORD-101581,2024-09-09,Central,Consumer,Beauty,Lipstick,2,47.48,0.1,57.69,31.73,2024,2024-09,0.55
ORD-103827,2024-09-10,North,Small Business,Apparel,Cap,1,11.91,0.0,13.01,5.85,2024,2024-09,0.45
ORD-103030,2024-09-10,West,Consumer,Apparel,Jeans,2,78.41,0.15,151.96,68.38,2024,2024-09,0.45
ORD-100541,2024-09-10,North,Corporate,Home & Kitchen,Air Fryer,1,70.83,0.2,68.42,26.0,2024,2024-09,0.38
ORD-105862,2024-09-10,Central,Consumer,Home & Kitchen,Lamp,1,24.68,0.15,16.52,6.28,2024,2024-09,0.38
ORD-105790,2024-09-10,East,Consumer,Beauty,Perfume,3,50.89,0.0,144.27,79.35,2024,2024-09,0.55
ORD-105026,2024-09-10,West,Corporate,Home & Kitchen,Air Fryer,2,191.66,0.05,458.83,174.36,2024,2024-09,0.38
ORD-101651,2024-09-10,North,Consumer,Electronics,Laptop,5,156.3,0.0,1168.34,257.03,2024,2024-09,0.22
ORD-101942,2024-09-10,Central,Consumer,Sports,Cricket Bat,5,57.04,0.0,171.12,71.87,2024,2024-09,0.42
ORD-103836,2024-09-10,North,Consumer,Home & Kitchen,Air Fryer,5,107.0,0.05,613.71,233.21,2024,2024-09,0.38
ORD-101123,2024-09-10,East,Consumer,Beauty,Shampoo,2,46.05,0.0,87.03,47.87,2024,2024-09,0.55
ORD-105664,2024-09-10,East,Consumer,Home & Kitchen,Cookware Set,3,232.95,0.05,731.96,278.14,2024,2024-09,0.38
ORD-102982,2024-09-11,West,Consumer,Beauty,Perfume,2,53.86,0.0,116.34,63.99,2024,2024-09,0.55
ORD-101970,2024-09-11,South,Consumer,Sports,Water Bottle,3,15.64,0.1,28.72,12.06,2024,2024-09,0.42
ORD-100355,2024-09-11,South,Consumer,Sports,Running Shoes,2,30.91,0.0,42.04,17.66,2024,2024-09,0.42
ORD-105314,2024-09-11,East,Corporate,Apparel,T-Shirt,5,40.3,0.05,190.95,85.93,2024,2024-09,0.45
ORD-103039,2024-09-12,West,Consumer,Beauty,Lipstick,4,21.31,0.0,92.06,50.63,2024,2024-09,0.55
ORD-105525,2024-09-12,East,Consumer,Sports,Running Shoes,2,129.72,0.05,207.03,86.95,2024,2024-09,0.42
ORD-105995,2024-09-12,West,Consumer,Home & Kitchen,Cookware Set,3,64.99,0.1,221.1,84.02,2024,2024-09,0.38
ORD-105421,2024-09-12,Central,Small Business,Apparel,T-Shirt,2,80.56,0.1,103.32,46.49,2024,2024-09,0.45
ORD-100394,2024-09-12,North,Small Business,Home & Kitchen,Vacuum Cleaner,3,210.2,0.1,685.3,260.41,2024,2024-09,0.38
ORD-102778,2024-09-12,West,Consumer,Beauty,Perfume,4,28.51,0.1,110.85,60.97,2024,2024-09,0.55
ORD-103278,2024-09-13,Central,Consumer,Home & Kitchen,Cookware Set,1,65.29,0.15,43.7,16.61,2024,2024-09,0.38
ORD-103168,2024-09-13,South,Consumer,Apparel,Jeans,2,42.51,0.1,61.79,27.81,2024,2024-09,0.45
ORD-104901,2024-09-13,East,Consumer,Electronics,Smartwatch,1,434.25,0.15,503.84,110.84,2024,2024-09,0.22
ORD-103486,2024-09-13,East,Consumer,Sports,Cricket Bat,1,11.66,0.0,9.79,4.11,2024,2024-09,0.42
ORD-105654,2024-09-13,North,Corporate,Apparel,Cap,3,65.46,0.15,182.36,82.06,2024,2024-09,0.45
ORD-104710,2024-09-13,North,Corporate,Sports,Dumbbell Set,4,109.82,0.15,343.52,144.28,2024,2024-09,0.42
ORD-102722,2024-09-14,Central,Consumer,Electronics,Laptop,4,110.25,0.15,365.48,80.41,2024,2024-09,0.22
ORD-105156,2024-09-14,Central,Consumer,Electronics,Laptop,1,315.22,0.0,307.34,67.61,2024,2024-09,0.22
ORD-101538,2024-09-14,Central,Consumer,Beauty,Perfume,3,38.47,0.0,77.9,42.84,2024,2024-09,0.55
ORD-104913,2024-09-14,East,Corporate,Apparel,Jeans,5,62.21,0.05,294.76,132.64,2024,2024-09,0.45
ORD-102619,2024-09-14,Central,Corporate,Home & Kitchen,Vacuum Cleaner,2,41.47,0.1,58.78,22.34,2024,2024-09,0.38
ORD-104729,2024-09-14,South,Consumer,Apparel,Jacket,3,56.0,0.0,135.66,61.05,2024,2024-09,0.45
ORD-101528,2024-09-15,West,Corporate,Apparel,T-Shirt,1,67.92,0.05,73.56,33.1,2024,2024-09,0.45
ORD-105548,2024-09-15,North,Consumer,Home & Kitchen,Cookware Set,5,118.96,0.15,610.49,231.99,2024,2024-09,0.38
ORD-101859,2024-09-15,Central,Corporate,Electronics,Tablet,3,475.92,0.0,1392.07,306.26,2024,2024-09,0.22
ORD-105600,2024-09-15,South,Consumer,Beauty,Face Wash,3,53.84,0.0,123.56,67.96,2024,2024-09,0.55
ORD-104765,2024-09-16,West,Corporate,Apparel,Cap,5,78.61,0.1,403.27,181.47,2024,2024-09,0.45
ORD-100949,2024-09-16,North,Consumer,Electronics,Laptop,5,163.03,0.15,1035.85,227.89,2024,2024-09,0.22
ORD-105592,2024-09-16,East,Consumer,Sports,Water Bottle,5,107.66,0.0,452.17,189.91,2024,2024-09,0.42
ORD-100644,2024-09-16,East,Corporate,Apparel,T-Shirt,1,83.15,0.0,82.94,37.32,2024,2024-09,0.45
ORD-103362,2024-09-16,East,Corporate,Apparel,Sneakers,4,74.01,0.1,265.77,119.6,2024,2024-09,0.45
ORD-103069,2024-09-16,East,Consumer,Home & Kitchen,Cookware Set,1,131.27,0.15,123.02,46.75,2024,2024-09,0.38
ORD-104602,2024-09-16,Central,Consumer,Apparel,Cap,4,36.48,0.05,98.77,44.45,2024,2024-09,0.45
ORD-100137,2024-09-16,East,Consumer,Sports,Running Shoes,1,66.72,0.05,53.24,22.36,2024,2024-09,0.42
ORD-102569,2024-09-16,East,Consumer,Home & Kitchen,Lamp,5,79.8,0.2,351.92,133.73,2024,2024-09,0.38
ORD-100545,2024-09-16,Central,Consumer,Sports,Water Bottle,3,140.51,0.15,214.98,90.29,2024,2024-09,0.42
ORD-102998,2024-09-16,Central,Corporate,Beauty,Perfume,2,53.86,0.0,72.71,39.99,2024,2024-09,0.55
ORD-101217,2024-09-16,South,Small Business,Sports,Dumbbell Set,1,75.11,0.0,51.07,21.45,2024,2024-09,0.42
ORD-102615,2024-09-17,North,Consumer,Apparel,Jacket,3,69.51,0.0,227.82,102.52,2024,2024-09,0.45
ORD-100604,2024-09-17,Central,Consumer,Home & Kitchen,Blender,1,66.56,0.1,47.17,17.92,2024,2024-09,0.38
ORD-101207,2024-09-17,West,Consumer,Home & Kitchen,Air Fryer,2,172.95,0.15,370.46,140.77,2024,2024-09,0.38
ORD-105055,2024-09-17,North,Small Business,Electronics,Smartwatch,3,585.63,0.05,2495.22,548.95,2024,2024-09,0.22
ORD-104830,2024-09-17,West,Consumer,Electronics,Laptop,5,146.73,0.0,1144.49,251.79,2024,2024-09,0.22
ORD-101368,2024-09-17,East,Consumer,Apparel,T-Shirt,4,59.83,0.0,238.72,107.42,2024,2024-09,0.45
ORD-103861,2024-09-17,West,Corporate,Apparel,Cap,1,48.1,0.1,49.35,22.21,2024,2024-09,0.45
ORD-100312,2024-09-18,North,Consumer,Home & Kitchen,Vacuum Cleaner,4,243.74,0.0,1177.26,447.36,2024,2024-09,0.38
ORD-103476,2024-09-18,North,Consumer,Electronics,Headphones,2,464.65,0.0,1389.3,305.65,2024,2024-09,0.22
ORD-101969,2024-09-18,Central,Consumer,Home & Kitchen,Lamp,5,44.64,0.0,175.77,66.79,2024,2024-09,0.38
ORD-101029,2024-09-18,East,Corporate,Home & Kitchen,Cookware Set,5,205.59,0.1,1019.98,387.59,2024,2024-09,0.38
ORD-103768,2024-09-18,South,Consumer,Sports,Yoga Mat,2,97.07,0.15,112.21,47.13,2024,2024-09,0.42
ORD-104326,2024-09-18,West,Small Business,Beauty,Perfume,4,11.74,0.0,50.72,27.9,2024,2024-09,0.55
ORD-101493,2024-09-18,West,Consumer,Apparel,T-Shirt,4,15.33,0.05,66.41,29.88,2024,2024-09,0.45
ORD-100238,2024-09-18,East,Corporate,Sports,Yoga Mat,2,42.35,0.0,71.15,29.88,2024,2024-09,0.42
ORD-100602,2024-09-18,South,Consumer,Sports,Water Bottle,4,93.04,0.1,227.76,95.66,2024,2024-09,0.42
ORD-101216,2024-09-18,West,Corporate,Apparel,Jeans,2,80.82,0.0,184.27,82.92,2024,2024-09,0.45
ORD-102985,2024-09-19,South,Consumer,Sports,Yoga Mat,4,35.34,0.0,96.12,40.37,2024,2024-09,0.42
ORD-100724,2024-09-19,South,Consumer,Sports,Dumbbell Set,3,51.37,0.0,104.79,44.01,2024,2024-09,0.42
ORD-105583,2024-09-19,Central,Corporate,Beauty,Perfume,2,36.69,0.0,49.53,27.24,2024,2024-09,0.55
ORD-104143,2024-09-19,West,Consumer,Home & Kitchen,Air Fryer,4,28.86,0.0,145.45,55.27,2024,2024-09,0.38
ORD-103064,2024-09-20,Central,Consumer,Beauty,Perfume,4,41.02,0.1,99.68,54.82,2024,2024-09,0.55
ORD-100608,2024-09-20,West,Consumer,Sports,Dumbbell Set,4,67.11,0.05,244.82,102.82,2024,2024-09,0.42
ORD-105116,2024-09-20,West,Corporate,Apparel,Jacket,3,66.96,0.0,229.0,103.05,2024,2024-09,0.45
ORD-103858,2024-09-20,Central,Consumer,Sports,Dumbbell Set,4,96.85,0.15,197.57,82.98,2024,2024-09,0.42
ORD-100929,2024-09-20,Central,Consumer,Sports,Yoga Mat,3,81.87,0.05,140.0,58.8,2024,2024-09,0.42
ORD-100527,2024-09-20,West,Corporate,Sports,Yoga Mat,3,43.26,0.05,118.36,49.71,2024,2024-09,0.42
ORD-103817,2024-09-20,South,Corporate,Electronics,Laptop,1,620.22,0.1,616.81,135.7,2024,2024-09,0.22
ORD-101125,2024-09-21,East,Small Business,Beauty,Lipstick,5,44.54,0.1,189.41,104.18,2024,2024-09,0.55
ORD-105749,2024-09-21,West,Consumer,Beauty,Face Wash,3,50.02,0.15,137.76,75.77,2024,2024-09,0.55
ORD-102664,2024-09-21,North,Corporate,Beauty,Perfume,1,26.25,0.15,23.09,12.7,2024,2024-09,0.55
ORD-104302,2024-09-21,Central,Corporate,Electronics,Smartphone,5,311.03,0.0,1516.27,333.58,2024,2024-09,0.22
ORD-101228,2024-09-22,South,Consumer,Beauty,Lipstick,3,49.96,0.1,103.19,56.75,2024,2024-09,0.55
ORD-105408,2024-09-22,West,Consumer,Home & Kitchen,Vacuum Cleaner,1,92.64,0.1,105.05,39.92,2024,2024-09,0.38
ORD-103938,2024-09-22,West,Consumer,Electronics,Headphones,4,156.34,0.1,878.01,193.16,2024,2024-09,0.22
ORD-102447,2024-09-22,Central,Corporate,Electronics,Tablet,1,578.58,0.1,507.7,111.69,2024,2024-09,0.22
ORD-104636,2024-09-22,West,Consumer,Sports,Yoga Mat,5,14.94,0.0,71.71,30.12,2024,2024-09,0.42
ORD-102766,2024-09-22,East,Small Business,Home & Kitchen,Air Fryer,1,178.93,0.0,197.27,74.96,2024,2024-09,0.38
ORD-103480,2024-09-22,Central,Consumer,Beauty,Face Wash,4,50.98,0.1,123.88,68.13,2024,2024-09,0.55
ORD-101085,2024-09-23,South,Consumer,Home & Kitchen,Blender,3,219.95,0.0,588.92,223.79,2024,2024-09,0.38
ORD-101843,2024-09-23,North,Consumer,Sports,Dumbbell Set,4,61.55,0.05,215.18,90.38,2024,2024-09,0.42
ORD-102181,2024-09-23,East,Corporate,Beauty,Lipstick,4,31.38,0.2,94.89,52.19,2024,2024-09,0.55
ORD-101044,2024-09-23,East,Corporate,Beauty,Lipstick,1,13.92,0.05,12.5,6.88,2024,2024-09,0.55
ORD-105895,2024-09-23,South,Corporate,Apparel,Sneakers,2,83.14,0.0,134.27,60.42,2024,2024-09,0.45
ORD-100487,2024-09-24,South,Corporate,Beauty,Shampoo,1,38.53,0.05,28.0,15.4,2024,2024-09,0.55
ORD-100764,2024-09-24,West,Corporate,Apparel,Jeans,1,27.72,0.15,26.86,12.09,2024,2024-09,0.45
ORD-103427,2024-09-24,South,Small Business,Electronics,Headphones,3,457.53,0.15,1289.21,283.63,2024,2024-09,0.22
ORD-101317,2024-09-24,South,Consumer,Home & Kitchen,Air Fryer,2,201.66,0.05,341.96,129.94,2024,2024-09,0.38
ORD-105357,2024-09-24,East,Consumer,Apparel,Sneakers,2,43.43,0.0,86.64,38.99,2024,2024-09,0.45
ORD-104393,2024-09-25,West,Consumer,Sports,Yoga Mat,4,140.92,0.15,459.96,193.18,2024,2024-09,0.42
ORD-104123,2024-09-25,West,Consumer,Home & Kitchen,Lamp,5,146.88,0.0,925.34,351.63,2024,2024-09,0.38
ORD-104657,2024-09-25,North,Consumer,Electronics,Headphones,4,177.93,0.2,851.22,187.27,2024,2024-09,0.22
ORD-104532,2024-09-25,Central,Consumer,Beauty,Shampoo,5,35.26,0.1,107.1,58.9,2024,2024-09,0.55
ORD-100024,2024-09-26,South,Consumer,Electronics,Headphones,5,649.66,0.0,3589.37,789.66,2024,2024-09,0.22
ORD-100382,2024-09-26,East,Consumer,Home & Kitchen,Vacuum Cleaner,3,89.99,0.15,253.0,96.14,2024,2024-09,0.38
ORD-102300,2024-09-26,North,Consumer,Beauty,Moisturizer,1,45.88,0.15,40.36,22.2,2024,2024-09,0.55
ORD-104491,2024-09-26,North,Consumer,Beauty,Moisturizer,5,27.57,0.2,114.14,62.78,2024,2024-09,0.55
ORD-102019,2024-09-26,South,Corporate,Sports,Dumbbell Set,4,120.12,0.1,294.05,123.5,2024,2024-09,0.42
ORD-101776,2024-09-26,South,Corporate,Sports,Yoga Mat,1,122.67,0.0,83.42,35.04,2024,2024-09,0.42
ORD-105162,2024-09-26,West,Corporate,Electronics,Smartwatch,5,464.63,0.0,3624.11,797.3,2024,2024-09,0.22
ORD-103339,2024-09-27,West,Corporate,Home & Kitchen,Cookware Set,2,196.13,0.0,494.25,187.81,2024,2024-09,0.38
ORD-104418,2024-09-27,East,Consumer,Sports,Dumbbell Set,4,110.97,0.0,372.86,156.6,2024,2024-09,0.42
ORD-101702,2024-09-27,Central,Consumer,Home & Kitchen,Lamp,3,145.13,0.0,342.87,130.29,2024,2024-09,0.38
ORD-105310,2024-09-27,West,Corporate,Electronics,Tablet,3,646.88,0.0,3027.4,666.03,2024,2024-09,0.22
ORD-103666,2024-09-27,East,Consumer,Electronics,Smartphone,3,154.24,0.2,505.29,111.16,2024,2024-09,0.22
ORD-101746,2024-09-27,East,Consumer,Apparel,Cap,4,45.9,0.05,173.98,78.29,2024,2024-09,0.45
ORD-100356,2024-09-27,West,Corporate,Sports,Running Shoes,5,125.48,0.0,602.3,252.97,2024,2024-09,0.42
ORD-102657,2024-09-27,South,Corporate,Electronics,Headphones,2,332.97,0.1,662.28,145.7,2024,2024-09,0.22
ORD-104317,2024-09-28,Central,Small Business,Sports,Yoga Mat,1,30.73,0.05,17.52,7.36,2024,2024-09,0.42
ORD-104389,2024-09-28,West,Consumer,Home & Kitchen,Lamp,5,181.32,0.15,970.97,368.97,2024,2024-09,0.38
ORD-100862,2024-09-28,East,Consumer,Electronics,Smartphone,3,134.08,0.0,549.06,120.79,2024,2024-09,0.22
ORD-103851,2024-09-28,West,Consumer,Sports,Water Bottle,4,33.94,0.15,110.78,46.53,2024,2024-09,0.42
ORD-100691,2024-09-28,Central,Consumer,Apparel,Jacket,4,74.26,0.15,179.89,80.95,2024,2024-09,0.45
ORD-100933,2024-09-28,East,Consumer,Electronics,Smartwatch,5,675.65,0.1,4150.18,913.04,2024,2024-09,0.22
ORD-102188,2024-09-29,East,Consumer,Home & Kitchen,Blender,3,124.64,0.15,350.41,133.16,2024,2024-09,0.38
ORD-104472,2024-09-29,South,Consumer,Sports,Cricket Bat,2,13.89,0.1,17.0,7.14,2024,2024-09,0.42
ORD-100315,2024-09-29,West,Consumer,Apparel,Sneakers,2,15.01,0.15,29.09,13.09,2024,2024-09,0.45
ORD-102010,2024-09-29,West,Consumer,Beauty,Lipstick,5,8.11,0.0,43.79,24.08,2024,2024-09,0.55
ORD-102395,2024-09-29,Central,Corporate,Apparel,T-Shirt,2,29.02,0.15,35.15,15.82,2024,2024-09,0.45
ORD-101381,2024-09-30,West,Consumer,Beauty,Lipstick,5,18.33,0.15,84.13,46.27,2024,2024-09,0.55
ORD-101787,2024-09-30,East,Consumer,Beauty,Shampoo,2,32.44,0.2,49.05,26.98,2024,2024-09,0.55
ORD-103280,2024-09-30,Central,Consumer,Sports,Cricket Bat,1,77.04,0.05,43.91,18.44,2024,2024-09,0.42
ORD-104335,2024-09-30,West,Consumer,Home & Kitchen,Cookware Set,2,242.88,0.0,612.06,232.58,2024,2024-09,0.38
ORD-101905,2024-09-30,South,Small Business,Sports,Dumbbell Set,4,126.08,0.0,342.94,144.03,2024,2024-09,0.42
ORD-103676,2024-09-30,South,Consumer,Beauty,Moisturizer,4,59.42,0.0,181.83,100.01,2024,2024-09,0.55
ORD-105275,2024-10-01,Central,Small Business,Apparel,Jeans,3,59.97,0.0,128.19,57.69,2024,2024-10,0.45
ORD-100282,2024-10-01,Central,Consumer,Home & Kitchen,Air Fryer,5,17.7,0.0,69.69,26.48,2024,2024-10,0.38
ORD-104899,2024-10-01,West,Consumer,Home & Kitchen,Air Fryer,5,165.25,0.1,936.97,356.05,2024,2024-10,0.38
ORD-102767,2024-10-01,East,Consumer,Apparel,Sneakers,4,76.67,0.15,260.03,117.01,2024,2024-10,0.45
ORD-100961,2024-10-01,East,Corporate,Apparel,Sneakers,3,19.44,0.0,58.17,26.18,2024,2024-10,0.45
ORD-103870,2024-10-01,Central,Consumer,Beauty,Lipstick,2,15.85,0.1,19.26,10.59,2024,2024-10,0.55
